,Time_Order_picked,Weatherconditions,Road_traffic_density,Type_of_vehicle,City,City_name,Delivery_person_Age,Delivery_person_Ratings,Multiple_deliveries,Time_taken_min,Distance,Speed,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude
1353,1900-01-01 18:20:00,Windy,Medium,scooter,Metropolitian,Ludhiana,21.0,4.9,1.0,26.0,4.5,10.38,30.89286,75.822199,30.92286,75.852199
1354,1900-01-01 20:50:00,Fog,Jam,scooter,Metropolitian,Ludhiana,38.0,4.1,1.0,41.0,20.73,30.34,30.89286,75.822199,31.03286,75.962199
1357,1900-01-01 19:55:00,Stormy,Jam,motorcycle,Metropolitian,Ludhiana,31.0,5.0,0.0,36.0,10.49,17.48,30.88722,75.804893,30.95722,75.874893
1358,1900-01-01 22:00:00,Stormy,Jam,motorcycle,Metropolitian,Ludhiana,23.0,4.9,1.0,21.0,13.45,38.43,30.88722,75.804893,30.97722,75.894893
1359,1900-01-01 19:10:00,Sunny,Medium,scooter,Metropolitian,Ludhiana,21.0,4.9,1.0,19.0,4.48,14.15,30.914057,75.83982,30.944057,75.86982
1360,1900-01-01 16:35:00,Cloudy,Medium,motorcycle,Metropolitian,Ludhiana,34.0,5.0,1.0,34.0,5.98,10.55,30.905562,75.832841,30.945562,75.872841
1361,1900-01-01 23:55:00,Sandstorms,Low,motorcycle,Urban,Ludhiana,27.0,4.8,1.0,16.0,19.22,72.08,30.905562,75.832841,31.035562,75.962841
1362,1900-01-01 18:00:00,Fog,Medium,motorcycle,Metropolitian,Ludhiana,28.0,4.8,0.0,12.0,7.46,37.3,30.905562,75.832841,30.955562,75.882841
1363,1900-01-01 09:05:00,Windy,Low,scooter,Metropolitian,Ludhiana,34.0,4.6,1.0,21.0,2.99,8.54,30.905562,75.832841,30.925562,75.852841
1364,1900-01-01 21:50:00,Stormy,Jam,scooter,Metropolitian,Ludhiana,25.0,4.5,0.0,19.0,19.27,60.85,30.895204,75.822103,31.025204,75.952103
1365,1900-01-01 18:45:00,Sandstorms,Medium,scooter,Metropolitian,Ludhiana,22.0,4.7,1.0,22.0,7.48,20.4,30.895204,75.822103,30.945204,75.872103
1366,1900-01-01 19:25:00,Fog,Jam,motorcycle,Metropolitian,Ludhiana,32.0,4.9,1.0,42.0,19.27,27.53,30.895204,75.822103,31.025204,75.952103
1367,1900-01-01 20:55:00,Fog,Jam,motorcycle,Metropolitian,Ludhiana,31.0,4.7,1.0,48.0,20.73,25.91,30.895204,75.822103,31.035204,75.962103
1368,1900-01-01 10:05:00,Cloudy,Low,motorcycle,Metropolitian,Ludhiana,26.0,4.8,0.0,21.0,1.5,4.29,30.899992,75.831338,30.909992,75.841338
1369,1900-01-01 08:25:00,Stormy,Low,motorcycle,Metropolitian,Ludhiana,36.0,4.8,1.0,27.0,1.5,3.33,30.899992,75.831338,30.909992,75.841338
1370,1900-01-01 19:05:00,Stormy,Medium,scooter,Metropolitian,Ludhiana,29.0,4.7,1.0,28.0,4.49,9.62,30.899992,75.831338,30.929992,75.861338
1371,1900-01-01 18:40:00,Fog,Medium,motorcycle,Urban,Ludhiana,28.0,4.7,1.0,12.0,4.49,22.45,30.899992,75.831338,30.929992,75.861338
1372,1900-01-01 23:10:00,Fog,Low,motorcycle,Metropolitian,Ludhiana,31.0,3.8,2.0,35.0,16.47,28.23,30.885814,75.786976,30.995814,75.896976
1373,1900-01-01 13:30:00,Sandstorms,High,scooter,Metropolitian,Ludhiana,38.0,4.0,1.0,31.0,6.03,11.67,30.885814,75.786976,30.925814,75.826976
1374,1900-01-01 23:05:00,Cloudy,Low,motorcycle,Metropolitian,Ludhiana,35.0,4.1,1.0,36.0,10.53,17.55,30.885814,75.786976,30.955814,75.856976
1375,1900-01-01 19:25:00,Cloudy,Jam,scooter,Urban,Ludhiana,32.0,4.0,1.0,46.0,12.02,15.68,30.885814,75.786976,30.965814,75.866976
1376,1900-01-01 00:05:00,Stormy,Low,motorcycle,Urban,Ludhiana,29.0,4.9,0.0,10.0,7.53,45.18,30.885814,75.786976,30.935814,75.836976
1377,1900-01-01 19:20:00,Windy,Jam,motorcycle,Metropolitian,Ludhiana,39.0,4.1,3.0,49.0,13.4,16.41,30.893081,75.821495,30.983081,75.911495
1378,1900-01-01 18:20:00,Fog,Medium,motorcycle,Metropolitian,Ludhiana,25.0,4.9,1.0,31.0,20.73,40.12,30.893081,75.821495,31.033081,75.961495
1379,1900-01-01 20:45:00,Cloudy,Jam,motorcycle,Metropolitian,Ludhiana,37.0,4.7,1.0,27.0,7.48,16.62,30.893244,75.821817,30.943244,75.871817
1380,1900-01-01 17:45:00,Sunny,Medium,motorcycle,Metropolitian,Ludhiana,26.0,4.6,1.0,29.0,13.4,27.72,30.893244,75.821817,30.983244,75.911817
1381,1900-01-01 21:20:00,Sunny,Jam,motorcycle,Metropolitian,Ludhiana,29.0,4.8,1.0,15.0,13.4,53.6,30.893244,75.821817,30.983244,75.911817
1382,1900-01-01 15:20:00,Sunny,Medium,scooter,Metropolitian,Ludhiana,39.0,4.7,1.0,21.0,5.99,17.11,30.893234,75.82172,30.933234,75.86172
1383,1900-01-01 20:15:00,Sandstorms,Jam,motorcycle,Metropolitian,Ludhiana,25.0,4.9,1.0,28.0,10.48,22.46,30.899584,75.809346,30.969584,75.879346
1384,1900-01-01 21:30:00,Cloudy,Jam,scooter,Metropolitian,Ludhiana,37.0,5.0,1.0,43.0,10.48,14.62,30.899584,75.809346,30.969584,75.879346
1385,1900-01-01 20:40:00,Sandstorms,Jam,scooter,Urban,Ludhiana,20.0,4.5,0.0,16.0,11.96,44.85,30.899584,75.809346,30.979584,75.889346
1386,1900-01-01 20:00:00,Sandstorms,Jam,electric_scooter,Urban,Ludhiana,26.0,4.5,0.0,19.0,4.51,14.24,30.899584,75.809346,30.929584,75.839346
1387,1900-01-01 19:35:00,Stormy,Jam,motorcycle,Metropolitian,Ludhiana,38.0,4.5,0.0,33.0,13.44,24.44,30.899584,75.809346,30.989584,75.899346
1388,1900-01-01 15:50:00,Cloudy,Medium,motorcycle,Metropolitian,Ludhiana,36.0,4.1,1.0,32.0,6.0,11.25,30.895817,75.813112,30.935817,75.853112
1390,1900-01-01 09:55:00,Stormy,Low,scooter,Metropolitian,Ludhiana,39.0,4.5,0.0,26.0,3.0,6.92,30.893384,75.821202,30.913384,75.841202
1392,1900-01-01 18:05:00,Sunny,Medium,motorcycle,Urban,Ludhiana,20.0,4.7,0.0,10.0,4.49,26.94,30.890184,75.829615,30.920184,75.859615
1394,1900-01-01 19:55:00,Sandstorms,Jam,scooter,Metropolitian,Ludhiana,36.0,4.6,1.0,29.0,19.42,40.18,30.885915,75.788259,31.015915,75.918259
1395,1900-01-01 21:45:00,Windy,Jam,motorcycle,Metropolitian,Ludhiana,21.0,4.8,1.0,31.0,20.89,40.43,30.885915,75.788259,31.025915,75.928259
1396,1900-01-01 18:00:00,Stormy,Medium,motorcycle,Metropolitian,Mumbai,26.0,4.6,0.0,18.0,15.73,52.43,19.003517,72.82765,19.113517,72.93765
1397,1900-01-01 22:50:00,Sandstorms,Low,motorcycle,Metropolitian,Mumbai,36.0,4.6,0.0,23.0,15.73,41.03,19.003517,72.82765,19.113517,72.93765
1398,1900-01-01 17:20:00,Fog,Medium,motorcycle,Metropolitian,Mumbai,22.0,4.7,1.0,30.0,10.07,20.14,19.003517,72.82765,19.073517,72.89765
1399,1900-01-01 17:20:00,Sunny,Medium,motorcycle,Urban,Mumbai,28.0,4.5,1.0,25.0,10.07,24.17,19.003517,72.82765,19.073517,72.89765
1400,1900-01-01 21:50:00,Windy,Jam,scooter,Metropolitian,Mumbai,21.0,4.6,0.7592242194891201,22.0,15.73,42.9,19.003517,72.82765,19.113517,72.93765
1401,1900-01-01 18:55:00,Windy,Medium,scooter,Metropolitian,Mumbai,22.0,4.9,1.0,19.0,11.49,36.28,19.003517,72.82765,19.083517,72.90765
1402,1900-01-01 18:05:00,Sandstorms,Medium,electric_scooter,Metropolitian,Mumbai,22.0,4.7,1.0,21.0,11.49,32.83,19.003517,72.82765,19.083517,72.90765
1403,1900-01-01 11:05:00,Cloudy,Low,motorcycle,Metropolitian,Mumbai,39.0,4.8,1.0,19.0,2.9,9.16,19.003517,72.82765,19.023517,72.84765
1404,1900-01-01 23:00:00,Stormy,Low,motorcycle,Metropolitian,Mumbai,24.0,4.9,1.0,17.0,12.91,45.56,19.003517,72.82765,19.093517,72.91765
1405,1900-01-01 19:45:00,Windy,Jam,scooter,Urban,Mumbai,24.0,4.9,1.0,28.0,12.91,27.66,19.003517,72.82765,19.093517,72.91765
1406,1900-01-01 23:15:00,Sunny,Low,motorcycle,Metropolitian,Mumbai,36.0,4.7,1.0,25.0,4.34,10.42,19.003517,72.82765,19.033517,72.85765
1407,1900-01-01 20:00:00,Fog,Jam,motorcycle,Metropolitian,Mumbai,27.0,4.6,0.0,20.0,4.34,13.02,19.003517,72.82765,19.033517,72.85765
1408,1900-01-01 09:30:00,Sandstorms,Low,electric_scooter,Metropolitian,Mumbai,36.0,4.7,1.0,29.0,1.45,3.0,19.12663,72.829976,19.13663,72.839976
1409,1900-01-01 14:45:00,Sandstorms,High,motorcycle,Metropolitian,Mumbai,31.0,4.2,0.0,41.0,5.77,8.44,19.12663,72.829976,19.16663,72.869976
1410,1900-01-01 09:25:00,Sandstorms,Low,scooter,Metropolitian,Mumbai,22.0,4.8,1.0,15.0,1.45,5.8,19.12663,72.829976,19.13663,72.839976
1411,1900-01-01 21:05:00,Stormy,Jam,motorcycle,Metropolitian,Mumbai,27.0,4.6,1.0,18.0,18.53,61.77,19.12663,72.829976,19.25663,72.959976
1412,1900-01-01 21:20:00,Windy,Jam,motorcycle,Metropolitian,Mumbai,22.0,4.5,1.0,17.0,18.53,65.4,19.12663,72.829976,19.25663,72.959976
1413,1900-01-01 23:20:00,Cloudy,Low,motorcycle,Metropolitian,Mumbai,26.0,4.7,0.0,20.0,7.21,21.63,19.12663,72.829976,19.17663,72.879976
1414,1900-01-01 23:45:00,Sandstorms,Low,motorcycle,Urban,Mumbai,31.0,4.8,0.0,17.0,12.9,45.53,19.12663,72.829976,19.21663,72.919976
1415,1900-01-01 20:40:00,Sandstorms,Jam,motorcycle,Urban,Mumbai,20.0,4.6,1.0,22.0,12.9,35.18,19.12663,72.829976,19.21663,72.919976
1416,1900-01-01 23:55:00,Cloudy,Low,scooter,Metropolitian,Mumbai,28.0,4.8,1.0,28.0,15.57,33.36,19.221315,72.862381,19.331315,72.972381
1417,1900-01-01 15:15:00,Windy,Medium,scooter,Metropolitian,Mumbai,38.0,4.6,1.0,33.0,5.72,10.4,19.221315,72.862381,19.261315,72.902381
1418,1900-01-01 00:05:00,Cloudy,Low,electric_scooter,Urban,Mumbai,31.0,4.6,1.0,25.0,9.97,23.93,19.221315,72.862381,19.291315,72.932381
1419,1900-01-01 20:55:00,Fog,Jam,motorcycle,Metropolitian,Mumbai,25.0,4.2,1.0,43.0,9.97,13.91,19.221315,72.862381,19.291315,72.932381
1420,1900-01-01 19:40:00,Sunny,Jam,scooter,Urban,Mumbai,23.0,4.6,0.0,12.0,7.14,35.7,19.221315,72.862381,19.271315,72.912381
1421,1900-01-01 11:40:00,Fog,High,motorcycle,Metropolitian,Mumbai,25.0,4.5,1.0,29.0,2.87,5.94,19.221315,72.862381,19.241315,72.882381
1423,1900-01-01 20:55:00,Cloudy,Jam,motorcycle,Metropolitian,Mumbai,37.0,4.9,1.0,26.0,7.14,16.48,19.221315,72.862381,19.271315,72.912381
1424,1900-01-01 17:30:00,Sandstorms,Medium,electric_scooter,Metropolitian,Mumbai,24.0,4.7,0.0,23.0,18.35,47.87,19.221315,72.862381,19.351315,72.992381
1425,1900-01-01 11:55:00,Sunny,High,motorcycle,Metropolitian,Mumbai,32.0,4.6,1.0,22.0,1.44,3.93,19.22384,72.841347,19.23384,72.851347
1426,1900-01-01 11:30:00,Stormy,High,scooter,Urban,Mumbai,22.0,4.8,0.0,15.0,1.44,5.76,19.22384,72.841347,19.23384,72.851347
1427,1900-01-01 23:45:00,Fog,Low,motorcycle,Metropolitian,Mumbai,22.0,4.9,1.0,21.0,10.03,28.66,19.22384,72.841347,19.29384,72.911347
1428,1900-01-01 13:45:00,Sunny,High,motorcycle,Metropolitian,Mumbai,39.0,4.8,1.0,23.0,5.76,15.03,19.22384,72.841347,19.26384,72.881347
1429,1900-01-01 16:45:00,Cloudy,Medium,motorcycle,Metropolitian,Mumbai,30.0,4.6,1.0,26.0,5.76,13.29,19.22384,72.841347,19.26384,72.881347
1430,1900-01-01 20:25:00,Cloudy,Jam,motorcycle,Metropolitian,Mumbai,33.0,4.5,0.0,26.0,7.18,16.57,19.22384,72.841347,19.27384,72.891347
1431,1900-01-01 19:05:00,Sandstorms,Medium,electric_scooter,Metropolitian,Mumbai,31.0,4.5,1.0,28.0,11.45,24.54,19.22384,72.841347,19.30384,72.921347
1432,1900-01-01 18:20:00,Sandstorms,Medium,motorcycle,Metropolitian,Mumbai,27.0,4.7,1.0,23.0,7.18,18.73,19.22384,72.841347,19.27384,72.891347
1433,1900-01-01 21:50:00,Sunny,Jam,scooter,Urban,Mumbai,24.0,4.8,1.0,18.0,12.86,42.87,19.22384,72.841347,19.31384,72.931347
1434,1900-01-01 21:15:00,Cloudy,Jam,motorcycle,Metropolitian,Mumbai,26.0,4.7,1.0,41.0,10.01,14.65,19.254567,72.848923,19.324567,72.918923
1435,1900-01-01 09:40:00,Sunny,Low,scooter,Urban,Mumbai,25.0,4.9,1.0,20.0,1.44,4.32,19.254567,72.848923,19.264567,72.858923
1436,1900-01-01 00:05:00,Fog,Low,motorcycle,Urban,Mumbai,24.0,4.6,0.0,23.0,18.42,48.05,19.254567,72.848923,19.384567,72.978923
1437,1900-01-01 09:05:00,Windy,Low,scooter,Metropolitian,Mumbai,31.0,4.8,1.0,20.0,2.88,8.64,19.254567,72.848923,19.274567,72.868923
1438,1900-01-01 22:35:00,Sandstorms,Low,motorcycle,Urban,Mumbai,39.0,4.5,1.0,22.0,11.42,31.15,19.254567,72.848923,19.334567,72.928923
1439,1900-01-01 11:40:00,Stormy,High,motorcycle,Metropolitian,Mumbai,24.0,4.8,0.0,20.0,2.88,8.64,19.254567,72.848923,19.274567,72.868923
1441,1900-01-01 15:35:00,Windy,Medium,scooter,Metropolitian,Mumbai,22.0,4.6,0.0,26.0,5.77,13.32,18.927584,72.832585,18.967584,72.872585
1442,1900-01-01 19:35:00,Cloudy,Jam,motorcycle,Metropolitian,Mumbai,25.0,4.9,0.0,46.0,15.71,20.49,18.927584,72.832585,19.037584,72.942585
1443,1900-01-01 21:40:00,Stormy,Jam,motorcycle,Metropolitian,Mumbai,36.0,4.8,3.0,54.0,10.05,11.17,18.927584,72.832585,18.997584,72.902585
1444,1900-01-01 09:25:00,Sandstorms,Low,motorcycle,Metropolitian,Mumbai,28.0,4.7,1.0,16.0,2.89,10.84,18.927584,72.832585,18.947584,72.852585
1445,1900-01-01 22:10:00,Windy,Jam,scooter,Metropolitian,Mumbai,36.0,4.3,1.0,31.0,11.47,22.2,18.927584,72.832585,19.007584,72.912585
1446,1900-01-01 08:55:00,Windy,Low,motorcycle,Urban,Mumbai,36.0,4.9,0.7592242194891201,22.0,2.89,7.88,18.927584,72.832585,18.947584,72.852585
1447,1900-01-01 20:50:00,Sunny,Jam,motorcycle,Metropolitian,Mumbai,35.0,4.3,1.0,33.0,12.89,23.44,18.927584,72.832585,19.017584,72.922585
1448,1900-01-01 22:25:00,Cloudy,Low,scooter,Metropolitian,Mumbai,27.0,4.8,1.0,22.0,12.89,35.15,18.927584,72.832585,19.017584,72.922585
1449,1900-01-01 14:40:00,Sunny,High,motorcycle,Metropolitian,Mumbai,24.0,4.6,1.0,13.0,5.77,26.63,19.055831,72.833984,19.095831,72.873984
1450,1900-01-01 15:50:00,Sandstorms,Medium,electric_scooter,Metropolitian,Mumbai,28.0,4.9,1.0,23.0,5.77,15.05,19.055831,72.833984,19.095831,72.873984
1451,1900-01-01 14:45:00,Sunny,High,motorcycle,Metropolitian,Mumbai,39.0,4.7,0.0,23.0,5.77,15.05,19.055831,72.833984,19.095831,72.873984
1452,1900-01-01 20:40:00,Sandstorms,Jam,scooter,Metropolitian,Mumbai,31.0,4.3,0.0,35.0,18.51,31.73,19.055831,72.833984,19.185831,72.963984
1453,1900-01-01 18:45:00,Stormy,Medium,motorcycle,Urban,Mumbai,38.0,4.9,1.0,25.0,7.2,17.28,19.055831,72.833984,19.105831,72.883984
1454,1900-01-01 21:10:00,Stormy,Jam,motorcycle,Metropolitian,Mumbai,33.0,4.7,0.7592242194891201,27.0,7.2,16.0,19.055831,72.833984,19.105831,72.883984
1455,1900-01-01 21:15:00,Sunny,Jam,motorcycle,Metropolitian,Mumbai,39.0,4.9,1.0,23.0,7.2,18.78,19.055831,72.833984,19.105831,72.883984
1456,1900-01-01 19:40:00,Windy,Jam,motorcycle,Urban,Mumbai,29.0,4.7,1.0,24.0,18.51,46.27,19.055831,72.833984,19.185831,72.963984
1457,1900-01-01 18:00:00,Fog,Medium,scooter,Urban,Mumbai,25.0,4.9,0.0,10.0,7.2,43.2,19.055831,72.833984,19.105831,72.883984
1458,1900-01-01 23:35:00,Fog,Low,motorcycle,Metropolitian,Mumbai,28.0,4.6,0.0,29.0,11.47,23.73,19.055831,72.833984,19.135831,72.913984
1459,1900-01-01 20:05:00,Cloudy,Jam,motorcycle,Metropolitian,Mumbai,25.0,4.8,1.0,22.0,8.63,23.54,19.055831,72.833984,19.115831,72.893984
1460,1900-01-01 21:30:00,Cloudy,Jam,motorcycle,Metropolitian,Mumbai,29.0,4.8,1.0,36.0,12.89,21.48,19.055831,72.833984,19.145831,72.923984
1461,1900-01-01 18:05:00,Sandstorms,Medium,scooter,Metropolitian,Mumbai,37.0,4.7,1.0,31.0,8.63,16.7,19.055831,72.833984,19.115831,72.893984
1462,1900-01-01 19:05:00,Sandstorms,Medium,scooter,Urban,Mumbai,25.0,4.6,1.0,23.0,8.63,22.51,19.055831,72.833984,19.115831,72.893984
1463,1900-01-01 17:35:00,Sunny,Medium,motorcycle,Metropolitian,Mumbai,23.0,4.8,1.0,14.0,15.73,67.41,19.091458,72.827808,19.201458,72.937808
1464,1900-01-01 20:35:00,Fog,Jam,scooter,Metropolitian,Mumbai,28.0,4.1,0.0,39.0,10.07,15.49,19.091458,72.827808,19.161458,72.897808
1465,1900-01-01 19:40:00,Cloudy,Jam,motorcycle,Metropolitian,Mumbai,30.0,4.9,0.0,45.0,10.07,13.43,19.091458,72.827808,19.161458,72.897808
1466,1900-01-01 11:50:00,Cloudy,High,motorcycle,Metropolitian,Mumbai,20.0,4.8,0.0,27.0,1.45,3.22,19.091458,72.827808,19.101458,72.837808
1467,1900-01-01 14:50:00,Fog,High,scooter,Metropolitian,Mumbai,37.0,4.3,0.0,36.0,5.78,9.63,19.091458,72.827808,19.131458,72.867808
1468,1900-01-01 23:55:00,Sunny,Low,motorcycle,Metropolitian,Mumbai,31.0,4.9,0.0,21.0,18.54,52.97,19.091458,72.827808,19.221458,72.957808
1469,1900-01-01 19:50:00,Stormy,Jam,scooter,Urban,Mumbai,26.0,4.7,0.0,23.0,7.21,18.81,19.091458,72.827808,19.141458,72.877808
1470,1900-01-01 20:00:00,Windy,Jam,scooter,Urban,Mumbai,25.0,5.0,1.0,29.0,8.64,17.88,19.091458,72.827808,19.151458,72.887808
1471,1900-01-01 19:00:00,Windy,Medium,scooter,Urban,Mumbai,24.0,4.7,1.0,24.0,4.34,10.85,19.091458,72.827808,19.121458,72.857808
1472,1900-01-01 10:10:00,Cloudy,Low,motorcycle,Metropolitian,Mumbai,25.0,4.8,1.0,19.0,1.45,4.58,19.065838,72.832658,19.075838,72.842658
1473,1900-01-01 23:50:00,Cloudy,Low,scooter,Metropolitian,Mumbai,31.0,3.9,1.0,35.0,10.05,17.23,19.065838,72.832658,19.135838,72.902658
1474,1900-01-01 12:05:00,Sunny,High,motorcycle,Urban,Mumbai,26.0,3.9,1.0,49.0,1.45,1.78,19.065838,72.832658,19.075838,72.842658
1475,1900-01-01 22:40:00,Sunny,Low,scooter,Metropolitian,Mumbai,38.0,4.6,1.0,17.0,10.05,35.47,19.065838,72.832658,19.135838,72.902658
1476,1900-01-01 21:40:00,Windy,Jam,motorcycle,Metropolitian,Mumbai,34.0,4.7,2.0,37.0,10.05,16.3,19.065838,72.832658,19.135838,72.902658
1477,1900-01-01 18:25:00,Sunny,Medium,motorcycle,Metropolitian,Mumbai,35.0,4.5,0.0,28.0,7.2,15.43,19.065838,72.832658,19.115838,72.882658
1478,1900-01-01 08:25:00,Cloudy,Low,motorcycle,Metropolitian,Mumbai,25.0,4.9,0.0,14.0,2.89,12.39,19.065838,72.832658,19.085838,72.852658
1479,1900-01-01 21:45:00,Sunny,Jam,electric_scooter,Metropolitian,Mumbai,23.0,4.7,1.0,14.0,8.63,36.99,19.065838,72.832658,19.125838,72.892658
1480,1900-01-01 21:20:00,Cloudy,Jam,motorcycle,Metropolitian,Mumbai,27.0,4.5,0.0,22.0,8.63,23.54,19.065838,72.832658,19.125838,72.892658
1481,1900-01-01 19:30:00,Fog,Jam,electric_scooter,Metropolitian,Mumbai,38.0,5.0,1.0,30.0,4.33,8.66,19.065838,72.832658,19.095838,72.862658
1482,1900-01-01 17:45:00,Sandstorms,Medium,motorcycle,Metropolitian,Mumbai,36.0,4.7,1.0,42.0,12.89,18.41,19.065838,72.832658,19.155838,72.922658
1483,1900-01-01 23:35:00,Fog,Low,motorcycle,Metropolitian,Mumbai,35.0,4.6,1.0,20.0,8.63,25.89,19.065838,72.832658,19.125838,72.892658
1485,1900-01-01 12:15:00,Cloudy,High,scooter,Metropolitian,Mumbai,27.0,4.6,1.0,20.0,5.78,17.34,18.994049,72.825203,19.034049,72.865203
1486,1900-01-01 14:30:00,Windy,High,scooter,Metropolitian,Mumbai,31.0,4.6,1.0,30.0,5.78,11.56,18.994049,72.825203,19.034049,72.865203
1487,1900-01-01 23:50:00,Stormy,Low,scooter,Urban,Mumbai,23.0,4.7,0.0,18.0,18.55,61.83,18.994049,72.825203,19.124049,72.955203
1488,1900-01-01 09:40:00,Fog,Low,motorcycle,Metropolitian,Mumbai,36.0,4.7,0.0,22.0,2.9,7.91,18.994049,72.825203,19.014049,72.845203
1489,1900-01-01 18:45:00,Cloudy,Medium,scooter,Urban,Mumbai,27.0,4.5,1.0,11.0,8.65,47.18,18.994049,72.825203,19.054049,72.885203
1490,1900-01-01 15:45:00,Stormy,Medium,motorcycle,Metropolitian,Mumbai,32.0,4.6,1.0,27.0,5.78,12.84,18.994237,72.825553,19.034237,72.865553
1491,1900-01-01 10:15:00,Sandstorms,Low,motorcycle,Urban,Mumbai,24.0,4.1,1.0,24.0,1.45,3.62,18.994237,72.825553,19.004237,72.835553
1492,1900-01-01 10:10:00,Sandstorms,Low,scooter,Metropolitian,Mumbai,25.0,4.9,1.0,18.0,1.45,4.83,18.994237,72.825553,19.004237,72.835553
1493,1900-01-01 15:20:00,Sunny,Medium,electric_scooter,Metropolitian,Mumbai,22.0,4.7,1.0,19.0,5.78,18.25,18.994237,72.825553,19.034237,72.865553
1494,1900-01-01 21:25:00,Cloudy,Jam,motorcycle,Metropolitian,Mumbai,35.0,4.6,1.0,45.0,10.07,13.43,18.994237,72.825553,19.064237,72.895553
1495,1900-01-01 17:55:00,Sandstorms,Medium,motorcycle,Metropolitian,Mumbai,21.0,4.0,0.0,31.0,10.07,19.49,18.994237,72.825553,19.064237,72.895553
1496,1900-01-01 23:55:00,Sandstorms,Low,motorcycle,Urban,Mumbai,28.0,4.7,1.0,19.0,10.07,31.8,18.994237,72.825553,19.064237,72.895553
1497,1900-01-01 18:00:00,Sandstorms,Medium,motorcycle,Metropolitian,Mumbai,33.0,4.6,1.0,22.0,15.74,42.93,18.994237,72.825553,19.104237,72.935553
1498,1900-01-01 21:20:00,Sunny,Jam,motorcycle,Metropolitian,Mumbai,37.0,4.7,0.0,24.0,7.22,18.05,18.994237,72.825553,19.044237,72.875553
1499,1900-01-01 20:25:00,Sunny,Jam,motorcycle,Urban,Mumbai,35.0,4.8,0.7592242194891201,22.0,12.92,35.24,18.994237,72.825553,19.084237,72.915553
1500,1900-01-01 21:40:00,Fog,Jam,motorcycle,Metropolitian,Mumbai,33.0,4.9,0.0,43.0,15.04,20.99,19.207222,72.972281,19.317222,73.082281
1501,1900-01-01 09:35:00,Sandstorms,Low,motorcycle,Metropolitian,Mumbai,34.0,4.9,1.0,27.0,1.39,3.09,19.207222,72.972281,19.217222,72.982281
1502,1900-01-01 22:50:00,Sunny,Low,motorcycle,Metropolitian,Mumbai,32.0,4.8,1.0,18.0,9.64,32.13,19.207222,72.972281,19.277222,73.042281
1503,1900-01-01 13:15:00,Windy,High,scooter,Metropolitian,Mumbai,27.0,4.8,1.0,19.0,5.53,17.46,19.207222,72.972281,19.247222,73.012281
1504,1900-01-01 00:15:00,Sandstorms,Low,motorcycle,Metropolitian,Mumbai,32.0,4.7,1.0,19.0,17.72,55.96,19.207222,72.972281,19.337222,73.102281
1505,1900-01-01 17:25:00,Sunny,Medium,motorcycle,Urban,Mumbai,28.0,4.9,1.0,17.0,10.99,38.79,19.207222,72.972281,19.287222,73.052281
1506,1900-01-01 21:00:00,Cloudy,Jam,motorcycle,Urban,Mumbai,39.0,4.6,1.0,28.0,4.16,8.91,19.207222,72.972281,19.237222,73.002281
1507,1900-01-01 20:35:00,Stormy,Jam,motorcycle,Urban,Mumbai,28.0,4.3,1.0,32.0,10.05,18.84,19.178321,72.834715,19.248321,72.904715
1508,1900-01-01 10:20:00,Sandstorms,Low,electric_scooter,Urban,Mumbai,24.0,4.5,0.0,13.0,1.45,6.69,19.178321,72.834715,19.188321,72.844715
1509,1900-01-01 22:30:00,Sunny,Low,scooter,Urban,Mumbai,37.0,4.8,1.0,29.0,15.7,32.48,19.178321,72.834715,19.288321,72.944715
1510,1900-01-01 16:20:00,Stormy,Medium,scooter,Metropolitian,Mumbai,30.0,4.8,1.0,27.0,5.77,12.82,19.178321,72.834715,19.218321,72.874715
1511,1900-01-01 18:45:00,Fog,Medium,motorcycle,Metropolitian,Mumbai,27.0,4.9,0.0,37.0,18.5,30.0,19.178321,72.834715,19.308321,72.964715
1512,1900-01-01 08:30:00,Fog,Low,motorcycle,Metropolitian,Mumbai,31.0,4.5,0.0,22.0,2.89,7.88,19.178321,72.834715,19.198321,72.854715
1513,1900-01-01 17:50:00,Fog,Medium,motorcycle,Metropolitian,Mumbai,21.0,4.5,1.0,36.0,11.47,19.12,19.178321,72.834715,19.258321,72.914715
1514,1900-01-01 08:20:00,Fog,Low,motorcycle,Metropolitian,Mumbai,37.0,4.8,0.0,22.0,2.89,7.88,19.178321,72.834715,19.198321,72.854715
1515,1900-01-01 19:40:00,Stormy,Jam,scooter,Metropolitian,Mumbai,31.0,3.9,1.0,40.0,18.5,27.75,19.178321,72.834715,19.308321,72.964715
1516,1900-01-01 22:45:00,Windy,Low,motorcycle,Metropolitian,Mumbai,27.0,4.0,1.0,28.0,4.33,9.28,19.178321,72.834715,19.208321,72.864715
1517,1900-01-01 22:45:00,Stormy,Low,electric_scooter,Metropolitian,Mumbai,21.0,4.9,0.0,16.0,4.33,16.24,19.178321,72.834715,19.208321,72.864715
1518,1900-01-01 20:35:00,Stormy,Jam,motorcycle,Metropolitian,Mumbai,27.0,4.2,1.0,33.0,12.88,23.42,19.178321,72.834715,19.268321,72.924715
1519,1900-01-01 19:35:00,Sandstorms,Jam,motorcycle,Urban,Mumbai,20.0,4.8,0.0,21.0,15.69,44.83,19.1813,72.836191,19.2913,72.946191
